"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
32358,http://www.wikidata.org/entity/Q95470334,physicist,physician,NA,NA,NA,NA,32358,
32359,http://www.wikidata.org/entity/Q95472636,physicist,NA,NA,NA,NA,NA,32359,
32360,http://www.wikidata.org/entity/Q95473140,physicist,photographer,opinion-journalist,mechanical-engineering,theology,NA,32360,
32361,http://www.wikidata.org/entity/Q95474062,physicist,biophysicist,NA,NA,NA,NA,32361,
32362,http://www.wikidata.org/entity/Q95474102,physicist,university-teacher,NA,applied-physics,magnetism,nanophysics,32362,
32363,http://www.wikidata.org/entity/Q95474135,physicist,NA,NA,NA,NA,NA,32363,
32364,http://www.wikidata.org/entity/Q95476969,physicist,university-teacher,NA,physics,NA,NA,32364,
32365,http://www.wikidata.org/entity/Q95477089,physicist,university-teacher,mathematician,astronomy,mathematics,astronautics,32365,
32366,http://www.wikidata.org/entity/Q95477347,astronomer,archivist,NA,NA,NA,NA,32366,
32367,http://www.wikidata.org/entity/Q95477519,physicist,NA,NA,NA,NA,NA,32367,
32368,http://www.wikidata.org/entity/Q95477637,astronomer,university-teacher,mathematician,astronomy,NA,NA,32368,
32369,http://www.wikidata.org/entity/Q95478008,physicist,pedagogue,NA,physics,NA,NA,32369,
32370,http://www.wikidata.org/entity/Q95478811,physicist,NA,NA,NA,NA,NA,32370,
32371,http://www.wikidata.org/entity/Q95480427,astronomer,NA,NA,NA,NA,NA,32371,
32372,http://www.wikidata.org/entity/Q95480850,physicist,NA,NA,NA,NA,NA,32372,
32373,http://www.wikidata.org/entity/Q95481086,physicist,NA,NA,NA,NA,NA,32373,
32374,http://www.wikidata.org/entity/Q95481407,physicist,NA,NA,NA,NA,NA,32374,
32375,http://www.wikidata.org/entity/Q95481464,physicist,mathematician,NA,NA,NA,NA,32375,
32376,http://www.wikidata.org/entity/Q95482022,astronomer,NA,NA,NA,NA,NA,32376,
32377,http://www.wikidata.org/entity/Q95482314,NA,secondary-school-teacher,NA,physics,mathematics,secondary-education,32377,
32378,http://www.wikidata.org/entity/Q95483672,physicist,biophysicist,NA,NA,NA,NA,32378,
32379,http://www.wikidata.org/entity/Q95484852,physicist,university-teacher,NA,physics,NA,NA,32379,
32380,http://www.wikidata.org/entity/Q95484890,physicist,university-teacher,NA,physics,optoelectronics,NA,32380,
32381,http://www.wikidata.org/entity/Q95485883,physicist,university-teacher,NA,physics,NA,NA,32381,
32382,http://www.wikidata.org/entity/Q95485984,physicist,business-consultant,NA,NA,NA,NA,32382,
32383,http://www.wikidata.org/entity/Q95487882,NA,secondary-school-teacher,opinion-journalist,physics,mathematics,internet,32383,
32384,http://www.wikidata.org/entity/Q95490183,physicist,NA,NA,NA,NA,NA,32384,
32385,http://www.wikidata.org/entity/Q95490402,physicist,NA,NA,NA,NA,NA,32385,
32386,http://www.wikidata.org/entity/Q9551942,physicist,NA,NA,NA,NA,NA,32386,
32387,http://www.wikidata.org/entity/Q95519423,physicist,university-teacher,NA,theoretical-physics,quantum-mechanics,statistical-mechanics,32387,
32388,http://www.wikidata.org/entity/Q955547,physicist,university-teacher,mathematician,physics,mathematics,function,32388,
32389,http://www.wikidata.org/entity/Q95557039,physicist,manager,NA,NA,NA,NA,32389,
32390,http://www.wikidata.org/entity/Q95557234,physicist,NA,NA,NA,NA,NA,32390,
32391,http://www.wikidata.org/entity/Q95557566,physicist,NA,NA,NA,NA,NA,32391,
32392,http://www.wikidata.org/entity/Q955731,astronomer,NA,NA,NA,NA,NA,32392,
32393,http://www.wikidata.org/entity/Q955751,physicist,astrophysicist,politician,NA,NA,NA,32393,
32394,http://www.wikidata.org/entity/Q955783,astronomer,NA,NA,astronomy,NA,NA,32394,
32395,http://www.wikidata.org/entity/Q95586,physicist,university-teacher,NA,NA,NA,NA,32395,
32396,http://www.wikidata.org/entity/Q95600642,physicist,NA,NA,NA,NA,NA,32396,
32397,http://www.wikidata.org/entity/Q95624272,physicist,research-fellow,NA,NA,NA,NA,32397,
32398,http://www.wikidata.org/entity/Q95630721,physicist,NA,NA,NA,NA,NA,32398,
32399,http://www.wikidata.org/entity/Q95650690,astronomer,mathematician,NA,NA,NA,NA,32399,
32400,http://www.wikidata.org/entity/Q95664326,physicist,NA,NA,NA,NA,NA,32400,
32401,http://www.wikidata.org/entity/Q95668,physicist,university-teacher,NA,physics,NA,NA,32401,
32402,http://www.wikidata.org/entity/Q95669,physicist,university-teacher,NA,physics,plasma-physics,electric-discharge,32402,
32403,http://www.wikidata.org/entity/Q95679,physicist,university-teacher,author,physics,NA,NA,32403,
32404,http://www.wikidata.org/entity/Q95682794,physicist,NA,NA,NA,NA,NA,32404,
32405,http://www.wikidata.org/entity/Q95689759,astronomer,cartographer,NA,NA,NA,NA,32405,
32406,http://www.wikidata.org/entity/Q95705798,astronomer,NA,NA,NA,NA,NA,32406,
32407,http://www.wikidata.org/entity/Q957069,physicist,university-teacher,mathematician,physics,mathematics,mechanics,32407,
32408,http://www.wikidata.org/entity/Q957223,astronomer,engineer,NA,NA,NA,NA,32408,
32409,http://www.wikidata.org/entity/Q95722961,physicist,NA,NA,NA,NA,NA,32409,
32410,http://www.wikidata.org/entity/Q957232,physicist,nuclear-physicist,NA,NA,NA,NA,32410,
32411,http://www.wikidata.org/entity/Q957282,physicist,mathematician,professor,physics,mathematics,NA,32411,
32412,http://www.wikidata.org/entity/Q95731281,physicist,university-teacher,academic,physics,lippmann-plate,NA,32412,
32413,http://www.wikidata.org/entity/Q957368,physicist,politician,astronaut,NA,NA,NA,32413,
32414,http://www.wikidata.org/entity/Q95758956,astronomer,NA,NA,NA,NA,NA,32414,
32415,http://www.wikidata.org/entity/Q95761241,physicist,university-teacher,mathematician,NA,NA,NA,32415,
32416,http://www.wikidata.org/entity/Q95762829,physicist,NA,NA,NA,NA,NA,32416,
32417,http://www.wikidata.org/entity/Q95763389,physicist,mathematician,NA,NA,NA,NA,32417,
32418,http://www.wikidata.org/entity/Q95774491,NA,university-teacher,NA,physics,NA,NA,32418,
32419,http://www.wikidata.org/entity/Q95804,astronomer,university-teacher,architect,NA,NA,NA,32419,
32420,http://www.wikidata.org/entity/Q958065,astronomer,NA,NA,NA,NA,NA,32420,
32421,http://www.wikidata.org/entity/Q9582202,physicist,university-teacher,NA,NA,NA,NA,32421,
32422,http://www.wikidata.org/entity/Q958609,astronomer,inventor,NA,NA,NA,NA,32422,
32423,http://www.wikidata.org/entity/Q95885500,physicist,university-teacher,NA,NA,NA,NA,32423,
32424,http://www.wikidata.org/entity/Q95885713,astronomer,NA,NA,NA,NA,NA,32424,
32425,http://www.wikidata.org/entity/Q95897,physicist,university-teacher,climatologist,oceanography,NA,NA,32425,
32426,http://www.wikidata.org/entity/Q958979,physicist,mathematician,NA,mathematics,NA,NA,32426,
32427,http://www.wikidata.org/entity/Q95902143,physicist,pedagogue,non-fiction-writer,NA,NA,NA,32427,
32428,http://www.wikidata.org/entity/Q959065,astronomer,meteorologist,NA,atmospheric-circulation,NA,NA,32428,
32429,http://www.wikidata.org/entity/Q959067,physicist,politician,NA,NA,NA,NA,32429,
32430,http://www.wikidata.org/entity/Q95919707,physicist,NA,NA,NA,NA,NA,32430,
32431,http://www.wikidata.org/entity/Q959253,astronomer,university-teacher,engineer,astronomy,NA,NA,32431,
32432,http://www.wikidata.org/entity/Q9594,physicist,university-teacher,engineer,physics,mathematics,computer-science,32432,
32433,http://www.wikidata.org/entity/Q95949035,physicist,university-teacher,NA,plasma-physics,metrology,NA,32433,
32434,http://www.wikidata.org/entity/Q95959,physicist,university-teacher,mathematician,ballistics,NA,NA,32434,
32435,http://www.wikidata.org/entity/Q95974392,NA,scientist,NA,physics,NA,NA,32435,
32436,http://www.wikidata.org/entity/Q959840,physicist,university-teacher,mathematician,physics,mathematics,theory-of-relativity,32436,
32437,http://www.wikidata.org/entity/Q95984749,physicist,nuclear-physicist,NA,NA,NA,NA,32437,
32438,http://www.wikidata.org/entity/Q95984865,physicist,civil-engineer,NA,NA,NA,NA,32438,
32439,http://www.wikidata.org/entity/Q95993380,physicist,mechanical-engineer,NA,thermodynamics,fluid-mechanics,statistical-mechanics,32439,
32440,http://www.wikidata.org/entity/Q95994269,physicist,NA,NA,NA,NA,NA,32440,
32441,http://www.wikidata.org/entity/Q96000131,NA,professor,NA,astronomy,NA,NA,32441,
32442,http://www.wikidata.org/entity/Q960014,astronomer,NA,NA,NA,NA,NA,32442,
32443,http://www.wikidata.org/entity/Q96004010,physicist,researcher,NA,classical-field-theory,NA,NA,32443,
32444,http://www.wikidata.org/entity/Q960071,astronomer,NA,NA,NA,NA,NA,32444,
32445,http://www.wikidata.org/entity/Q96008144,physicist,university-teacher,researcher,NA,NA,NA,32445,
32446,http://www.wikidata.org/entity/Q960095,astronomer,NA,NA,astronomy,NA,NA,32446,
32447,http://www.wikidata.org/entity/Q96018041,astronomer,NA,NA,NA,NA,NA,32447,
32448,http://www.wikidata.org/entity/Q96043428,physicist,NA,NA,NA,NA,NA,32448,
32449,http://www.wikidata.org/entity/Q96046332,physicist,NA,NA,NA,NA,NA,32449,
32450,http://www.wikidata.org/entity/Q96050003,physicist,teacher,NA,NA,NA,NA,32450,
32451,http://www.wikidata.org/entity/Q96050319,astronomer,farmer,customs-officer,NA,NA,NA,32451,
32452,http://www.wikidata.org/entity/Q96059967,physicist,pedagogue,NA,NA,NA,NA,32452,
32453,http://www.wikidata.org/entity/Q96060469,physicist,pianist,NA,NA,NA,NA,32453,
32454,http://www.wikidata.org/entity/Q96064396,physicist,NA,NA,NA,NA,NA,32454,
32455,http://www.wikidata.org/entity/Q96064403,physicist,NA,NA,NA,NA,NA,32455,
32456,http://www.wikidata.org/entity/Q96064410,physicist,NA,NA,solid-state-physics,NA,NA,32456,
32457,http://www.wikidata.org/entity/Q96064554,physicist,NA,NA,NA,NA,NA,32457,
32458,http://www.wikidata.org/entity/Q96064559,physicist,NA,NA,NA,NA,NA,32458,
32459,http://www.wikidata.org/entity/Q96066729,physicist,NA,NA,NA,NA,NA,32459,
32460,http://www.wikidata.org/entity/Q96067514,physicist,NA,NA,NA,NA,NA,32460,
32461,http://www.wikidata.org/entity/Q96079155,physicist,university-teacher,NA,optics,solid-state-physics,quantum-mechanics,32461,
32462,http://www.wikidata.org/entity/Q96084085,astronomer,engineer,meteorologist,NA,NA,NA,32462,
32463,http://www.wikidata.org/entity/Q96084367,physicist,university-teacher,scientist,physics,biophysics,applied-physics,32463,
32464,http://www.wikidata.org/entity/Q96086471,physicist,NA,NA,NA,NA,NA,32464,
32465,http://www.wikidata.org/entity/Q9609247,astronomer,NA,NA,NA,NA,NA,32465,
32466,http://www.wikidata.org/entity/Q96095415,physicist,university-teacher,mathematician,mathematics,applied-physics,mathematical-modelling,32466,
32467,http://www.wikidata.org/entity/Q96112451,physicist,artificial-intelligence-researcher,NA,NA,NA,NA,32467,
32468,http://www.wikidata.org/entity/Q96112591,physicist,NA,NA,NA,NA,NA,32468,
32469,http://www.wikidata.org/entity/Q96118998,physicist,academic,NA,NA,NA,NA,32469,
32470,http://www.wikidata.org/entity/Q96124981,physicist,director-of-research-at-cnrs,NA,physicist,NA,NA,32470,
32471,http://www.wikidata.org/entity/Q9614008,physicist,mathematician,biographer,physics,mathematics,NA,32471,
32472,http://www.wikidata.org/entity/Q96145346,astronomer,NA,NA,NA,NA,NA,32472,
32473,http://www.wikidata.org/entity/Q96145537,physicist,pharmacologist,NA,NA,NA,NA,32473,
32474,http://www.wikidata.org/entity/Q96146277,physicist,NA,NA,NA,NA,NA,32474,
32475,http://www.wikidata.org/entity/Q96147829,physicist,NA,NA,NA,NA,NA,32475,
32476,http://www.wikidata.org/entity/Q96147876,physicist,NA,NA,NA,NA,NA,32476,
32477,http://www.wikidata.org/entity/Q961703,physicist,university-teacher,NA,NA,NA,NA,32477,
32478,http://www.wikidata.org/entity/Q96179584,astronomer,university-teacher,NA,astronomy,NA,NA,32478,
32479,http://www.wikidata.org/entity/Q961809,astronomer,university-teacher,NA,NA,NA,NA,32479,
32480,http://www.wikidata.org/entity/Q96181113,astronomer,university-teacher,NA,astronomy,NA,NA,32480,
32481,http://www.wikidata.org/entity/Q96182294,physicist,university-teacher,political-scientist,NA,NA,NA,32481,
32482,http://www.wikidata.org/entity/Q96184804,physicist,teacher,NA,NA,NA,NA,32482,
32483,http://www.wikidata.org/entity/Q96189574,physicist,university-teacher,NA,atomic-physics,NA,NA,32483,
32484,http://www.wikidata.org/entity/Q96189814,physicist,NA,NA,NA,NA,NA,32484,
32485,http://www.wikidata.org/entity/Q96190481,physicist,NA,NA,NA,NA,NA,32485,
32486,http://www.wikidata.org/entity/Q9619245,astronomer,philosopher,musician,NA,NA,NA,32486,
32487,http://www.wikidata.org/entity/Q96200477,physicist,NA,NA,NA,NA,NA,32487,
32488,http://www.wikidata.org/entity/Q96215982,physicist,NA,NA,NA,NA,NA,32488,
32489,http://www.wikidata.org/entity/Q96218406,physicist,NA,NA,NA,NA,NA,32489,
32490,http://www.wikidata.org/entity/Q96219,physicist,non-fiction-writer,NA,NA,NA,NA,32490,
32491,http://www.wikidata.org/entity/Q962202,astronomer,NA,NA,astronomy,NA,NA,32491,
32492,http://www.wikidata.org/entity/Q96242990,physicist,researcher,NA,NA,NA,NA,32492,
32493,http://www.wikidata.org/entity/Q962702,astronomer,astrophysicist,inventor,NA,NA,NA,32493,
32494,http://www.wikidata.org/entity/Q96271828,physicist,astrophysicist,cosmologist,NA,NA,NA,32494,
32495,http://www.wikidata.org/entity/Q96273365,astronomer,NA,NA,NA,NA,NA,32495,
32496,http://www.wikidata.org/entity/Q962770,physicist,university-teacher,geophysicist,NA,NA,NA,32496,
32497,http://www.wikidata.org/entity/Q96278253,physicist,NA,NA,NA,NA,NA,32497,
32498,http://www.wikidata.org/entity/Q96280207,physicist,NA,NA,NA,NA,NA,32498,
32499,http://www.wikidata.org/entity/Q96307102,physicist,mathematician,engineer,NA,NA,NA,32499,
32500,http://www.wikidata.org/entity/Q96313356,physicist,university-teacher,author,NA,NA,NA,32500,
32501,http://www.wikidata.org/entity/Q96320,physicist,university-teacher,mathematician,physics,history-of-natural-science,arabic-studies,32501,
32502,http://www.wikidata.org/entity/Q96322015,physicist,teacher,official,NA,NA,NA,32502,
32503,http://www.wikidata.org/entity/Q96333019,physicist,NA,NA,NA,NA,NA,32503,
32504,http://www.wikidata.org/entity/Q96337018,physicist,statistician,technical-translator,NA,NA,NA,32504,
32505,http://www.wikidata.org/entity/Q96337265,physicist,computer-scientist,NA,NA,NA,NA,32505,
32506,http://www.wikidata.org/entity/Q96337576,physicist,writer,NA,NA,NA,NA,32506,
32507,http://www.wikidata.org/entity/Q963428,physicist,nuclear-physicist,NA,NA,NA,NA,32507,
32508,http://www.wikidata.org/entity/Q96347,physicist,university-teacher,meteorologist,meteorology,NA,NA,32508,
32509,http://www.wikidata.org/entity/Q96354708,astronomer,NA,NA,NA,NA,NA,32509,
32510,http://www.wikidata.org/entity/Q96373867,physicist,university-teacher,NA,NA,NA,NA,32510,
32511,http://www.wikidata.org/entity/Q9637420,physicist,chemist,botanist,NA,NA,NA,32511,
32512,http://www.wikidata.org/entity/Q963902,physicist,NA,NA,NA,NA,NA,32512,
32513,http://www.wikidata.org/entity/Q96404968,physicist,NA,NA,NA,NA,NA,32513,
32514,http://www.wikidata.org/entity/Q96405036,astronomer,engineer,scientist,spectroscopy,astronomical-instrument,interferometry,32514,
32515,http://www.wikidata.org/entity/Q964110,physicist,nuclear-physicist,NA,physics,magnetic-resonance-imaging,NA,32515,
32516,http://www.wikidata.org/entity/Q964122,physicist,university-teacher,NA,physics,theoretical-physics,NA,32516,
32517,http://www.wikidata.org/entity/Q964138,astronomer,NA,NA,NA,NA,NA,32517,
32518,http://www.wikidata.org/entity/Q964236,physicist,mathematician,politician,physics,mathematics,pedagogy,32518,
32519,http://www.wikidata.org/entity/Q964294,astronomer,university-teacher,non-fiction-writer,theoretical-physics,crystallography,NA,32519,
32520,http://www.wikidata.org/entity/Q96429799,physicist,NA,NA,NA,NA,NA,32520,
32521,http://www.wikidata.org/entity/Q964353,NA,nuclear-physicist,politician,physics,experimental-physics,NA,32521,
32522,http://www.wikidata.org/entity/Q96452124,physicist,professor,NA,experimental-physics,NA,NA,32522,
32523,http://www.wikidata.org/entity/Q964599,physicist,university-teacher,historian,NA,NA,NA,32523,
32524,http://www.wikidata.org/entity/Q96473112,NA,chemist,professor,physics,chemistry,NA,32524,
32525,http://www.wikidata.org/entity/Q96475592,astronomer,NA,NA,NA,NA,NA,32525,
32526,http://www.wikidata.org/entity/Q96479574,physicist,applied-mathematician,NA,NA,NA,NA,32526,
32527,http://www.wikidata.org/entity/Q96483156,NA,astrophysicist,NA,physics,astrophysics,NA,32527,
32528,http://www.wikidata.org/entity/Q96484416,physicist,NA,NA,NA,NA,NA,32528,
32529,http://www.wikidata.org/entity/Q96520,physicist,university-teacher,NA,physics,NA,NA,32529,
32530,http://www.wikidata.org/entity/Q96524,physicist,university-teacher,nuclear-physicist,physics,NA,NA,32530,
32531,http://www.wikidata.org/entity/Q96524859,physicist,NA,NA,NA,NA,NA,32531,
32532,http://www.wikidata.org/entity/Q96529,physicist,chemist,NA,chemistry,NA,NA,32532,
32533,http://www.wikidata.org/entity/Q965605,physicist,NA,NA,NA,NA,NA,32533,
32534,http://www.wikidata.org/entity/Q96572708,physicist,astrophysicist,NA,NA,NA,NA,32534,
32535,http://www.wikidata.org/entity/Q96575837,astronomer,NA,NA,NA,NA,NA,32535,
32536,http://www.wikidata.org/entity/Q96576,astronomer,NA,NA,NA,NA,NA,32536,
32537,http://www.wikidata.org/entity/Q96579243,physicist,NA,NA,NA,NA,NA,32537,
32538,http://www.wikidata.org/entity/Q96619778,astronomer,NA,NA,NA,NA,NA,32538,
32539,http://www.wikidata.org/entity/Q96631886,physicist,NA,NA,NA,NA,NA,32539,
32540,http://www.wikidata.org/entity/Q9663423,physicist,chemist,NA,NA,NA,NA,32540,
32541,http://www.wikidata.org/entity/Q96651,physicist,university-teacher,theoretical-physicist,physics,NA,NA,32541,
32542,http://www.wikidata.org/entity/Q96657680,physicist,researcher,politician,NA,NA,NA,32542,
32543,http://www.wikidata.org/entity/Q96659,physicist,author,editing-staff,physics,cryophysics,NA,32543,
32544,http://www.wikidata.org/entity/Q96663,physicist,university-teacher,NA,statistical-physics,NA,NA,32544,
32545,http://www.wikidata.org/entity/Q96684975,physicist,university-teacher,researcher,NA,NA,NA,32545,
32546,http://www.wikidata.org/entity/Q96691232,physicist,NA,NA,NA,NA,NA,32546,
32547,http://www.wikidata.org/entity/Q96691238,physicist,NA,NA,NA,NA,NA,32547,
32548,http://www.wikidata.org/entity/Q96691258,physicist,scientist,experimental-physicist,particle-physics,elementary-particle,higgs-boson,32548,
32549,http://www.wikidata.org/entity/Q96691295,physicist,NA,NA,NA,NA,NA,32549,
32550,http://www.wikidata.org/entity/Q96691421,physicist,NA,NA,NA,NA,NA,32550,
32551,http://www.wikidata.org/entity/Q96691429,physicist,researcher,NA,NA,NA,NA,32551,
32552,http://www.wikidata.org/entity/Q96691519,physicist,NA,NA,NA,NA,NA,32552,
32553,http://www.wikidata.org/entity/Q96707361,astronomer,magistrate,NA,NA,NA,NA,32553,
32554,http://www.wikidata.org/entity/Q96713921,astronomer,mathematics-teacher,NA,NA,NA,NA,32554,
32555,http://www.wikidata.org/entity/Q967509,physicist,meteorologist,NA,meteorology,NA,NA,32555,
32556,http://www.wikidata.org/entity/Q96764,astronomer,NA,NA,astronomy,NA,NA,32556,
32557,http://www.wikidata.org/entity/Q96770743,physicist,NA,NA,NA,NA,NA,32557,
32558,http://www.wikidata.org/entity/Q96774842,physicist,scientist,teacher,physics,NA,NA,32558,
32559,http://www.wikidata.org/entity/Q96776475,NA,university-teacher,computer-scientist,astronomy,astrophysics,geodesy,32559,
32560,http://www.wikidata.org/entity/Q96782636,physicist,chemist,dean,NA,NA,NA,32560,
32561,http://www.wikidata.org/entity/Q96796133,astronomer,NA,NA,NA,NA,NA,32561,
32562,http://www.wikidata.org/entity/Q96809,physicist,university-teacher,NA,physics,general-relativity,NA,32562,
32563,http://www.wikidata.org/entity/Q96817462,physicist,NA,NA,NA,NA,NA,32563,
32564,http://www.wikidata.org/entity/Q968330,physicist,nuclear-physicist,NA,NA,NA,NA,32564,
32565,http://www.wikidata.org/entity/Q96847,physicist,university-teacher,NA,NA,NA,NA,32565,
32566,http://www.wikidata.org/entity/Q96865273,physicist,astrophysicist,NA,NA,NA,NA,32566,
32567,http://www.wikidata.org/entity/Q96868242,physicist,university-teacher,NA,solid-state-physics,NA,NA,32567,
32568,http://www.wikidata.org/entity/Q96868595,physicist,NA,NA,physics,mathematics,astrophysics,32568,
32569,http://www.wikidata.org/entity/Q969033,astronomer,philosopher,cosmologist,astronomy,cosmology,philosophy-of-physics,32569,
32570,http://www.wikidata.org/entity/Q96915,astronomer,university-teacher,NA,astronomy,NA,NA,32570,
32571,http://www.wikidata.org/entity/Q969385,astronomer,NA,NA,NA,NA,NA,32571,
32572,http://www.wikidata.org/entity/Q96949472,physicist,researcher,NA,NA,NA,NA,32572,
32573,http://www.wikidata.org/entity/Q9697073,physicist,university-teacher,scientist,physics,popular-science,computational-physics,32573,
32574,http://www.wikidata.org/entity/Q9697128,physicist,NA,NA,NA,NA,NA,32574,
32575,http://www.wikidata.org/entity/Q9697188,physicist,NA,NA,NA,NA,NA,32575,
32576,http://www.wikidata.org/entity/Q9697213,physicist,NA,NA,NA,NA,NA,32576,
32577,http://www.wikidata.org/entity/Q96973675,physicist,NA,NA,nuclear-physics,NA,NA,32577,
32578,http://www.wikidata.org/entity/Q9697474,physicist,NA,NA,NA,NA,NA,32578,
32579,http://www.wikidata.org/entity/Q969843,physicist,university-teacher,NA,NA,NA,NA,32579,
32580,http://www.wikidata.org/entity/Q96987,astronomer,NA,NA,NA,NA,NA,32580,
32581,http://www.wikidata.org/entity/Q969962,astronomer,university-teacher,NA,astronomy,NA,NA,32581,
32582,http://www.wikidata.org/entity/Q97009689,NA,researcher,NA,physics,accident-analysis,automobile-safety,32582,
32583,http://www.wikidata.org/entity/Q97010528,NA,teacher,secondary-school-teacher,physics,mathematics,NA,32583,
32584,http://www.wikidata.org/entity/Q97015096,physicist,university-teacher,electrical-engineer,physics,mathematics,mechanics,32584,
32585,http://www.wikidata.org/entity/Q97037063,astronomer,NA,NA,NA,NA,NA,32585,
32586,http://www.wikidata.org/entity/Q97039442,physicist,historian-of-science,NA,history-of-physics,soft-matter-physics,NA,32586,
32587,http://www.wikidata.org/entity/Q97043113,physicist,NA,NA,applied-physics,NA,NA,32587,
32588,http://www.wikidata.org/entity/Q97057918,physicist,NA,NA,NA,NA,NA,32588,
32589,http://www.wikidata.org/entity/Q970611,physicist,university-teacher,NA,physics,NA,NA,32589,
32590,http://www.wikidata.org/entity/Q97061517,physicist,NA,NA,physics,NA,NA,32590,
32591,http://www.wikidata.org/entity/Q97064863,astronomer,NA,NA,NA,NA,NA,32591,
32592,http://www.wikidata.org/entity/Q97065455,physicist,mathematician,NA,NA,NA,NA,32592,
32593,http://www.wikidata.org/entity/Q97065870,astronomer,engineer,architect,NA,NA,NA,32593,
32594,http://www.wikidata.org/entity/Q97066210,astronomer,astrophysicist,NA,astronomy,cosmology,exoplanet,32594,
32595,http://www.wikidata.org/entity/Q97066393,physicist,writer,NA,NA,NA,NA,32595,
32596,http://www.wikidata.org/entity/Q97066617,astronomer,NA,NA,NA,NA,NA,32596,
32597,http://www.wikidata.org/entity/Q97067554,astronomer,NA,NA,NA,NA,NA,32597,
32598,http://www.wikidata.org/entity/Q97067617,astronomer,university-teacher,NA,NA,NA,NA,32598,
32599,http://www.wikidata.org/entity/Q97068045,astronomer,NA,NA,NA,NA,NA,32599,
32600,http://www.wikidata.org/entity/Q97072228,physicist,astrophysicist,NA,mathematical-physics,NA,NA,32600,
32601,http://www.wikidata.org/entity/Q970745,physicist,university-teacher,NA,spectroscopy,NA,NA,32601,
32602,http://www.wikidata.org/entity/Q97093852,astronomer,researcher,planetary-scientist,astronomy,minor-planet,NA,32602,
32603,http://www.wikidata.org/entity/Q97131043,physicist,NA,NA,NA,NA,NA,32603,
32604,http://www.wikidata.org/entity/Q971324,physicist,NA,NA,NA,NA,NA,32604,
32605,http://www.wikidata.org/entity/Q97141,astronomer,university-teacher,NA,NA,NA,NA,32605,
32606,http://www.wikidata.org/entity/Q97154142,physicist,NA,NA,NA,NA,NA,32606,
32607,http://www.wikidata.org/entity/Q97156,physicist,university-teacher,NA,NA,NA,NA,32607,
32608,http://www.wikidata.org/entity/Q97159948,physicist,NA,NA,theoretical-physics,NA,NA,32608,
32609,http://www.wikidata.org/entity/Q97161548,physicist,mathematician,scientist,NA,NA,NA,32609,
32610,http://www.wikidata.org/entity/Q97163116,astronomer,NA,NA,NA,NA,NA,32610,
32611,http://www.wikidata.org/entity/Q97164987,physicist,NA,NA,NA,NA,NA,32611,
32612,http://www.wikidata.org/entity/Q971712,astronomer,discoverer-of-asteroids,NA,astronomy,NA,NA,32612,
32613,http://www.wikidata.org/entity/Q97173351,physicist,NA,NA,NA,NA,NA,32613,
32614,http://www.wikidata.org/entity/Q97175573,physicist,NA,NA,NA,NA,NA,32614,
32615,http://www.wikidata.org/entity/Q97178139,physicist,university-teacher,NA,NA,NA,NA,32615,
32616,http://www.wikidata.org/entity/Q97180289,astronomer,NA,NA,NA,NA,NA,32616,
32617,http://www.wikidata.org/entity/Q97180673,physicist,researcher,NA,cosmic-radiation,NA,NA,32617,
32618,http://www.wikidata.org/entity/Q971812,astronomer,NA,NA,NA,NA,NA,32618,
32619,http://www.wikidata.org/entity/Q97181415,NA,scientist,NA,physics,NA,NA,32619,
32620,http://www.wikidata.org/entity/Q97181866,astronomer,NA,NA,NA,NA,NA,32620,
32621,http://www.wikidata.org/entity/Q971825,astronomer,physician,NA,astronomy,NA,NA,32621,
32622,http://www.wikidata.org/entity/Q971844,astronomer,discoverer-of-asteroids,NA,NA,NA,NA,32622,
32623,http://www.wikidata.org/entity/Q97186246,astronomer,NA,NA,astronomy,NA,NA,32623,
32624,http://www.wikidata.org/entity/Q97187240,astronomer,NA,NA,astronomy,NA,NA,32624,
32625,http://www.wikidata.org/entity/Q97190120,physicist,NA,NA,NA,NA,NA,32625,
32626,http://www.wikidata.org/entity/Q97193482,physicist,NA,NA,NA,NA,NA,32626,
32627,http://www.wikidata.org/entity/Q971956,physicist,NA,NA,NA,NA,NA,32627,
32628,http://www.wikidata.org/entity/Q97205383,NA,NA,NA,physics,NA,NA,32628,
32629,http://www.wikidata.org/entity/Q97205815,physicist,NA,NA,NA,NA,NA,32629,
32630,http://www.wikidata.org/entity/Q97212873,NA,NA,NA,physics,NA,NA,32630,
32631,http://www.wikidata.org/entity/Q97217362,physicist,NA,NA,nuclear-fusion,NA,NA,32631,
32632,http://www.wikidata.org/entity/Q97218403,physicist,politician,NA,lecturer,diplomat,NA,32632,
32633,http://www.wikidata.org/entity/Q97221306,physicist,politician,NA,NA,NA,NA,32633,
32634,http://www.wikidata.org/entity/Q97223340,physicist,NA,NA,NA,NA,NA,32634,
32635,http://www.wikidata.org/entity/Q97224035,physicist,politician,NA,NA,NA,NA,32635,
32636,http://www.wikidata.org/entity/Q97225549,physicist,politician,NA,NA,NA,NA,32636,
32637,http://www.wikidata.org/entity/Q97227338,physicist,politician,NA,NA,NA,NA,32637,
32638,http://www.wikidata.org/entity/Q97233658,physicist,chemist,theoretical-physicist,physics,physical-chemistry,NA,32638,
32639,http://www.wikidata.org/entity/Q97242798,physicist,NA,NA,NA,NA,NA,32639,
