"pk_person_features","person_uri","occupation_main","occupation_sec1","coded_employer"
1322,http://www.wikidata.org/entity/Q106659,astronomer,university-teacher,publisher
1324,http://www.wikidata.org/entity/Q106671,physicist,university-teacher,university
1325,http://www.wikidata.org/entity/Q106675837,physicist,university-teacher,institute
1326,http://www.wikidata.org/entity/Q106684081,physicist,university-teacher,university
1328,http://www.wikidata.org/entity/Q106696241,physicist,university-teacher,institute
1333,http://www.wikidata.org/entity/Q106751,physicist,university-teacher,education
1336,http://www.wikidata.org/entity/Q106770050,physicist,university-teacher,publisher
1339,http://www.wikidata.org/entity/Q106779181,physicist,university-teacher,publisher
1340,http://www.wikidata.org/entity/Q106811962,physicist,teacher,facility
1342,http://www.wikidata.org/entity/Q106820,physicist,university-teacher,publisher
1346,http://www.wikidata.org/entity/Q1068631,physicist,mathematician,education
1347,http://www.wikidata.org/entity/Q106873608,physicist,editor,education
1348,http://www.wikidata.org/entity/Q106878,astronomer,university-teacher,university
1352,http://www.wikidata.org/entity/Q106904128,physicist,university-teacher,university
1354,http://www.wikidata.org/entity/Q106909173,physicist,university-teacher,education
1362,http://www.wikidata.org/entity/Q106949,astronomer,researcher,education
1363,http://www.wikidata.org/entity/Q106956598,physicist,inventor,institute
1364,http://www.wikidata.org/entity/Q106971,physicist,university-teacher,university
1366,http://www.wikidata.org/entity/Q106974900,physicist,particle-physicist,publisher
1369,http://www.wikidata.org/entity/Q106984339,physicist,university-teacher,publisher
1372,http://www.wikidata.org/entity/Q1069890,physicist,nuclear-physicist,education
1379,http://www.wikidata.org/entity/Q107009278,physicist,university-teacher,university
1382,http://www.wikidata.org/entity/Q107012416,physicist,university-teacher,publisher
1398,http://www.wikidata.org/entity/Q107088661,physicist,entrepreneur,institute
1400,http://www.wikidata.org/entity/Q107090982,physicist,painter,institute
1401,http://www.wikidata.org/entity/Q107094326,astronomer,pedagogue,education
1402,http://www.wikidata.org/entity/Q1070973,physicist,university-teacher,university
1405,http://www.wikidata.org/entity/Q107103315,astronomer,mathematician,observatory
1445,http://www.wikidata.org/entity/Q107187548,physicist,pedagogue,education
1449,http://www.wikidata.org/entity/Q107190936,physicist,company-director,enterprise
1452,http://www.wikidata.org/entity/Q107213261,physicist,university-teacher,university
1453,http://www.wikidata.org/entity/Q107231082,astronomer,university-teacher,institute
1454,http://www.wikidata.org/entity/Q107233254,physicist,university-teacher,university
1462,http://www.wikidata.org/entity/Q107296501,physicist,nuclear-physicist,laboratory
1467,http://www.wikidata.org/entity/Q107311,astronomer,university-teacher,agency
1475,http://www.wikidata.org/entity/Q107371134,physicist,university-teacher,institute
1477,http://www.wikidata.org/entity/Q107393902,physicist,lecturer,school
1479,http://www.wikidata.org/entity/Q107402,physicist,university-teacher,education
1480,http://www.wikidata.org/entity/Q107405,physicist,university-teacher,education
1483,http://www.wikidata.org/entity/Q107407,physicist,university-teacher,education
1485,http://www.wikidata.org/entity/Q107416,physicist,university-teacher,education
1486,http://www.wikidata.org/entity/Q107419,physicist,university-teacher,education
1487,http://www.wikidata.org/entity/Q107420,physicist,university-teacher,education
1488,http://www.wikidata.org/entity/Q107423,physicist,university-teacher,institute
1491,http://www.wikidata.org/entity/Q107450,physicist,university-teacher,education
1492,http://www.wikidata.org/entity/Q107453,physicist,university-teacher,publisher
1493,http://www.wikidata.org/entity/Q107454460,astronomer,university-teacher,publisher
1494,http://www.wikidata.org/entity/Q107459314,physicist,university-teacher,education
1495,http://www.wikidata.org/entity/Q107464452,physicist,researcher,agency
1496,http://www.wikidata.org/entity/Q107475,physicist,university-teacher,institute
1498,http://www.wikidata.org/entity/Q107483676,physicist,historian-of-science,university
1499,http://www.wikidata.org/entity/Q107486124,physicist,manager,agency
1506,http://www.wikidata.org/entity/Q107545,physicist,university-teacher,university
1512,http://www.wikidata.org/entity/Q107589093,physicist,university-teacher,university
1518,http://www.wikidata.org/entity/Q107607957,physicist,professor-of-physics,education
1519,http://www.wikidata.org/entity/Q107612678,physicist,university-teacher,education
1520,http://www.wikidata.org/entity/Q107615379,physicist,university-teacher,publisher
1528,http://www.wikidata.org/entity/Q107645,physicist,university-teacher,publisher
1537,http://www.wikidata.org/entity/Q10774201,physicist,university-teacher,education
1538,http://www.wikidata.org/entity/Q107747,physicist,university-teacher,publisher
1539,http://www.wikidata.org/entity/Q107755,physicist,university-teacher,agency
1544,http://www.wikidata.org/entity/Q107857,astronomer,university-teacher,publisher
1547,http://www.wikidata.org/entity/Q107881,physicist,university-teacher,publisher
1549,http://www.wikidata.org/entity/Q1078996,physicist,university-teacher,university
1551,http://www.wikidata.org/entity/Q1079749,physicist,university-teacher,education
1556,http://www.wikidata.org/entity/Q1079773,physicist,university-teacher,publisher
1561,http://www.wikidata.org/entity/Q10799905,physicist,nuclear-physicist,institute
1563,http://www.wikidata.org/entity/Q108016837,physicist,university-teacher,publisher
1567,http://www.wikidata.org/entity/Q108044108,physicist,university-teacher,publisher
1570,http://www.wikidata.org/entity/Q108056,physicist,university-teacher,university
1572,http://www.wikidata.org/entity/Q1080573,physicist,university-teacher,publisher
1578,http://www.wikidata.org/entity/Q108100,physicist,university-teacher,education
1589,http://www.wikidata.org/entity/Q108115,physicist,university-teacher,publisher
1590,http://www.wikidata.org/entity/Q108118187,physicist,teacher,school
1591,http://www.wikidata.org/entity/Q1081197,physicist,university-teacher,organization
1592,http://www.wikidata.org/entity/Q108127824,physicist,university-teacher,publisher
1601,http://www.wikidata.org/entity/Q1082269,physicist,university-teacher,university
1602,http://www.wikidata.org/entity/Q108239,physicist,university-teacher,institute
1603,http://www.wikidata.org/entity/Q108246,physicist,university-teacher,publisher
1605,http://www.wikidata.org/entity/Q1082475,physicist,university-teacher,university
1606,http://www.wikidata.org/entity/Q1082505,physicist,university-teacher,institute
1608,http://www.wikidata.org/entity/Q108258718,physicist,university-teacher,institute
1610,http://www.wikidata.org/entity/Q108262,physicist,engineer,organization
1611,http://www.wikidata.org/entity/Q108266838,physicist,board-member,enterprise
1612,http://www.wikidata.org/entity/Q108282,physicist,university-teacher,agency
1614,http://www.wikidata.org/entity/Q108284000,physicist,nuclear-physicist,agency
1618,http://www.wikidata.org/entity/Q108314161,physicist,university-teacher,education
1620,http://www.wikidata.org/entity/Q108329113,physicist,university-teacher,university
1623,http://www.wikidata.org/entity/Q10834149,physicist,university-teacher,publisher
1624,http://www.wikidata.org/entity/Q108362,physicist,university-teacher,publisher
1627,http://www.wikidata.org/entity/Q1083789,physicist,university-teacher,university
1630,http://www.wikidata.org/entity/Q108391793,physicist,mathematician,organization
1639,http://www.wikidata.org/entity/Q108458438,physicist,university-teacher,institute
1641,http://www.wikidata.org/entity/Q108459908,astronomer,university-teacher,observatory
1644,http://www.wikidata.org/entity/Q108471155,physicist,university-teacher,institute
1649,http://www.wikidata.org/entity/Q108508,physicist,university-teacher,institute
1651,http://www.wikidata.org/entity/Q108519011,physicist,historian-of-physics,education
1655,http://www.wikidata.org/entity/Q108529346,physicist,university-teacher,publisher
1664,http://www.wikidata.org/entity/Q10855896,physicist,university-teacher,university
1667,http://www.wikidata.org/entity/Q10857485,physicist,university-teacher,publisher
1672,http://www.wikidata.org/entity/Q1085775,physicist,university-teacher,publisher
1673,http://www.wikidata.org/entity/Q1085833,physicist,university-teacher,organization
1678,http://www.wikidata.org/entity/Q108599957,physicist,chemist,publisher
1681,http://www.wikidata.org/entity/Q108614,physicist,university-teacher,publisher
1683,http://www.wikidata.org/entity/Q108619445,physicist,university-teacher,facility
1684,http://www.wikidata.org/entity/Q1086264,physicist,university-teacher,education
1689,http://www.wikidata.org/entity/Q10864968,physicist,researcher,institute
1696,http://www.wikidata.org/entity/Q108675681,physicist,university-teacher,university
1698,http://www.wikidata.org/entity/Q1086825,physicist,nuclear-physicist,education
1699,http://www.wikidata.org/entity/Q1086892,physicist,university-teacher,education
1700,http://www.wikidata.org/entity/Q10869055,astronomer,astrophysicist,publisher
1701,http://www.wikidata.org/entity/Q1086984,astronomer,university-teacher,education
1703,http://www.wikidata.org/entity/Q108702510,physicist,poet,institute
1706,http://www.wikidata.org/entity/Q10871595,physicist,mathematician,university
1714,http://www.wikidata.org/entity/Q108770602,physicist,university-teacher,organization
1719,http://www.wikidata.org/entity/Q108793690,physicist,geochemist,education
1730,http://www.wikidata.org/entity/Q108838518,astronomer,researcher,education
1734,http://www.wikidata.org/entity/Q108882219,physicist,university-teacher,institute
1735,http://www.wikidata.org/entity/Q108882221,physicist,experimental-physicist,university
1739,http://www.wikidata.org/entity/Q108893206,physicist,chess-player,enterprise
1746,http://www.wikidata.org/entity/Q10890967,physicist,university-teacher,publisher
1748,http://www.wikidata.org/entity/Q108914353,physicist,university-teacher,university
1749,http://www.wikidata.org/entity/Q108914828,physicist,university-teacher,GLAM
1752,http://www.wikidata.org/entity/Q108919889,physicist,university-teacher,education
1753,http://www.wikidata.org/entity/Q108929353,physicist,computer-scientist,publisher
1756,http://www.wikidata.org/entity/Q1089567,physicist,university-teacher,education
1757,http://www.wikidata.org/entity/Q108960,physicist,university-teacher,education
1759,http://www.wikidata.org/entity/Q109027634,physicist,prehistorian,university
1762,http://www.wikidata.org/entity/Q109060,physicist,university-teacher,university
1765,http://www.wikidata.org/entity/Q109070,astronomer,university-teacher,organization
1767,http://www.wikidata.org/entity/Q109098710,physicist,university-teacher,publisher
1771,http://www.wikidata.org/entity/Q109179860,physicist,metallurgist,education
1779,http://www.wikidata.org/entity/Q109227,astronomer,university-teacher,publisher
1781,http://www.wikidata.org/entity/Q109235254,physicist,engineer,enterprise
1782,http://www.wikidata.org/entity/Q109236635,physicist,university-teacher,institute
1783,http://www.wikidata.org/entity/Q109249940,physicist,university-teacher,education
1787,http://www.wikidata.org/entity/Q109268,astronomer,university-teacher,education
1790,http://www.wikidata.org/entity/Q109285504,physicist,mathematician,education
1793,http://www.wikidata.org/entity/Q109301996,physicist,university-teacher,institution
1802,http://www.wikidata.org/entity/Q109330306,physicist,university-teacher,education
1806,http://www.wikidata.org/entity/Q109338637,physicist,university-teacher,publisher
1808,http://www.wikidata.org/entity/Q109343171,physicist,director,agency
1809,http://www.wikidata.org/entity/Q109350502,physicist,university-teacher,education
